024,39.9755666666667,116.33035,226.377952755906,2007-04-29,08:34:32,NA
024,39.97545,116.330233333333,301.837270341207,2007-04-29,08:37:00,NA
024,39.9738333333333,116.332966666667,328.083989501312,2007-04-29,12:34:24,taxi
024,39.9739,116.332733333333,328.083989501312,2007-04-29,12:34:32,taxi
024,39.9738,116.332866666667,328.083989501312,2007-04-29,12:34:46,taxi
024,39.9739166666667,116.332683333333,328.083989501312,2007-04-29,12:35:04,taxi
024,39.9672166666667,116.332216666667,328.083989501312,2007-04-29,12:37:09,taxi
024,39.9673166666667,116.33205,328.083989501312,2007-04-29,12:37:16,taxi
024,39.9674666666667,116.331866666667,328.083989501312,2007-04-29,12:37:31,taxi
024,39.967,116.33255,328.083989501312,2007-04-29,12:37:55,taxi
024,39.96655,116.332716666667,328.083989501312,2007-04-29,12:38:18,taxi
024,39.9663833333333,116.33885,111.548556430446,2007-04-29,12:38:53,taxi
024,39.9662666666667,116.346133333333,137.795275590551,2007-04-29,12:39:38,taxi
024,39.9644166666667,116.346916666667,147.637795275591,2007-04-29,12:39:59,taxi
024,39.9592333333333,116.347266666667,239.501312335958,2007-04-29,12:40:47,taxi
024,39.95755,116.348016666667,203.412073490814,2007-04-29,12:41:02,taxi
024,39.95665,116.348533333333,203.412073490814,2007-04-29,12:41:11,taxi
024,39.9557166666667,116.348733333333,193.569553805774,2007-04-29,12:41:19,taxi
024,39.9519166666667,116.34895,187.007874015748,2007-04-29,12:41:51,taxi
024,39.9478833333333,116.349966666667,173.884514435696,2007-04-29,12:42:22,taxi
024,39.9441666666667,116.35005,200.131233595801,2007-04-29,12:42:50,taxi
024,39.9432833333333,116.350033333333,209.97375328084,2007-04-29,12:43:01,taxi
024,39.9428,116.349983333333,203.412073490814,2007-04-29,12:43:12,taxi
024,39.9422166666667,116.349866666667,200.131233595801,2007-04-29,12:43:25,taxi
024,39.9417166666667,116.349566666667,200.131233595801,2007-04-29,12:43:35,taxi
024,39.9413166666667,116.349333333333,196.850393700787,2007-04-29,12:43:45,taxi
024,39.9403166666667,116.3492,190.288713910761,2007-04-29,12:44:08,taxi
024,39.9385833333333,116.349266666667,173.884514435696,2007-04-29,12:44:59,taxi
024,39.9379,116.3493,187.007874015748,2007-04-29,12:45:14,taxi
024,39.9377333333333,116.3493,200.131233595801,2007-04-29,12:45:20,taxi
024,39.9357,116.349383333333,190.288713910761,2007-04-29,12:45:55,taxi
024,39.9353833333333,116.3494,190.288713910761,2007-04-29,12:46:00,taxi
024,39.9343166666667,116.349416666667,200.131233595801,2007-04-29,12:46:37,taxi
024,39.9318333333333,116.349466666667,196.850393700787,2007-04-29,12:47:01,taxi
024,39.9315666666667,116.349466666667,203.412073490814,2007-04-29,12:47:31,taxi
024,39.93135,116.3494,252.624671916011,2007-04-29,12:48:14,taxi
024,39.9311166666667,116.349533333333,252.624671916011,2007-04-29,12:48:53,taxi
024,39.93095,116.35005,236.220472440945,2007-04-29,12:48:56,taxi
024,39.9309,116.35825,160.761154855643,2007-04-29,12:49:52,taxi
024,39.9308166666667,116.358516666667,229.658792650919,2007-04-29,12:51:04,taxi
024,39.9302666666667,116.35855,232.939632545932,2007-04-29,12:51:16,taxi
024,39.9297333333333,116.35855,236.220472440945,2007-04-29,12:51:29,taxi
024,39.9292833333333,116.35855,236.220472440945,2007-04-29,12:51:43,taxi
024,39.9285666666667,116.358516666667,246.062992125984,2007-04-29,12:52:37,taxi
024,39.9285166666667,116.358183333333,209.97375328084,2007-04-29,12:53:45,NA
024,39.9036333333333,116.268116666667,209.97375328084,2007-04-29,22:27:11,car
024,39.8985333333333,116.267866666667,209.97375328084,2007-04-29,22:27:38,car
024,39.8887166666667,116.26785,209.97375328084,2007-04-29,22:28:32,car
024,39.8878,116.26795,209.97375328084,2007-04-29,22:28:37,car
024,39.8855166666667,116.26805,209.97375328084,2007-04-29,22:28:49,car
024,39.8835,116.268466666667,137.795275590551,2007-04-29,22:29:01,car
024,39.87495,116.271416666667,154.199475065617,2007-04-29,22:29:56,car
024,39.8740333333333,116.271116666667,160.761154855643,2007-04-29,22:30:03,car
024,39.8664666666667,116.256233333333,157.48031496063,2007-04-29,22:31:19,car
024,39.8575166666667,116.2346,193.569553805774,2007-04-29,22:32:57,car
024,39.8562,116.2331,187.007874015748,2007-04-29,22:33:06,car
024,39.8547666666667,116.23225,183.727034120735,2007-04-29,22:33:14,car
024,39.8513833333333,116.231216666667,177.165354330709,2007-04-29,22:33:33,car
024,39.8504666666667,116.230333333333,177.165354330709,2007-04-29,22:33:40,car
024,39.8440166666667,116.218133333333,213.254593175853,2007-04-29,22:34:45,car
024,39.8416,116.206766666667,216.535433070866,2007-04-29,22:35:45,car
024,39.8408333333333,116.205283333333,219.816272965879,2007-04-29,22:36:11,car
024,39.8385833333333,116.2044,213.254593175853,2007-04-29,22:36:25,car
024,39.8372833333333,116.204616666667,213.254593175853,2007-04-29,22:36:34,car
024,39.8213166666667,116.207383333333,209.97375328084,2007-04-29,22:37:57,car
024,39.8189333333333,116.207066666667,206.692913385827,2007-04-29,22:38:09,car
024,39.8167,116.205933333333,196.850393700787,2007-04-29,22:38:21,car
024,39.8144833333333,116.203683333333,187.007874015748,2007-04-29,22:38:34,car
024,39.8101166666667,116.198566666667,190.288713910761,2007-04-29,22:39:03,car
024,39.80815,116.19735,187.007874015748,2007-04-29,22:39:15,car
024,39.7874166666667,116.1901,150.918635170604,2007-04-29,22:40:53,car
